user_id,item_id,score,group_id,fairness_id,get_group,groupindex,group_size,common_knowledge
144,16426,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,13758,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,4376,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,14376,1,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,1595,0,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
593,251,0,1,3,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,7400,1,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
2099,8321,0,1,10,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,14131,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,14545,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,7756,1,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,14509,1,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,8352,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,12930,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
127,607,1,1,1,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1018,1645,0,1,5,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
2099,8422,0,1,10,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,15531,1,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1057,9280,1,1,6,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
718,10338,1,1,4,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1615,6318,1,1,9,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
2099,11385,1,1,10,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
144,302,0,1,2,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1117,7657,1,1,7,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
1130,12333,1,1,8,[ 127  144  593  718 1018 1057 1117 1130 1615 2099],1,10,"[6, 7, 11, 12, 23, 24, 27, 28, 30, 31, 33, 34, 35, 36, 38, 42, 43, 45, 46, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 80, 81, 82, 83, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100, 104, 105, 107, 120]"
