user_id,item_id,score,group_id,fairness_id
144,15761,1,1,2
144,5474,1,1,2
144,15055,1,1,2
144,17439,0,1,2
144,13197,1,1,2
144,9171,0,1,2
144,4389,0,1,2
144,16405,1,1,2
144,14997,1,1,2
144,6990,1,1,2
144,13535,0,1,2
144,9112,0,1,2
144,14940,1,1,2
144,13823,0,1,2
144,8828,1,1,2
144,14977,1,1,2
144,11881,1,1,2
144,16399,1,1,2
144,9696,0,1,2
144,17,0,1,2
144,8356,0,1,2
144,13709,1,1,2
144,4351,0,1,2
144,10262,1,1,2
144,8834,0,1,2
144,13008,1,1,2
144,218,1,1,2
144,5186,1,1,2
144,12310,1,1,2
144,15777,0,1,2
144,13590,1,1,2
144,14919,1,1,2
144,7557,1,1,2
144,16101,1,1,2
144,14952,1,1,2
144,16269,0,1,2
144,14802,0,1,2
144,13829,1,1,2
144,8075,1,1,2
144,9639,1,1,2
144,13217,1,1,2
144,4736,0,1,2
144,15553,1,1,2
144,14818,0,1,2
144,13774,1,1,2
144,8175,1,1,2
144,13780,0,1,2
144,10252,1,1,2
144,17468,1,1,2
144,15443,1,1,2
144,9131,1,1,2
144,9673,0,1,2
144,12631,1,1,2
144,17539,1,1,2
144,15795,0,1,2
144,7,0,1,2
144,7358,1,1,2
144,11358,0,1,2
144,10278,1,1,2
144,9702,1,1,2
144,13522,0,1,2
144,4658,1,1,2
144,8350,0,1,2
144,14798,1,1,2
144,11431,1,1,2
144,8321,0,1,2
144,13492,0,1,2
144,8300,1,1,2
144,11128,1,1,2
144,8360,1,1,2
144,17452,1,1,2
144,1237,1,1,2
144,1175,1,1,2
144,4909,1,1,2
144,14795,0,1,2
144,13714,1,1,2
144,9788,0,1,2
144,9687,0,1,2
144,4730,0,1,2
144,14865,1,1,2
144,9178,1,1,2
144,15733,1,1,2
144,8822,1,1,2
144,9675,1,1,2
144,13708,1,1,2
144,13711,0,1,2
144,3072,1,1,2
144,5217,0,1,2
144,14949,0,1,2
144,15268,1,1,2
144,7343,1,1,2
144,7612,1,1,2
144,12729,1,1,2
144,14375,1,1,2
144,8801,1,1,2
144,1008,1,1,2
144,17495,1,1,2
144,12326,0,1,2
144,13827,0,1,2
144,17382,0,1,2
144,7755,0,1,2
144,10719,1,1,2
144,7598,1,1,2
144,13828,0,1,2
144,13692,0,1,2
144,13713,1,1,2
144,11427,1,1,2
144,8298,0,1,2
144,15421,1,1,2
144,14710,0,1,2
144,13531,0,1,2
144,7594,1,1,2
144,11799,1,1,2
144,10757,1,1,2
144,14893,0,1,2
144,13898,1,1,2
144,11926,1,1,2
144,8301,0,1,2
144,7785,0,1,2
144,13826,1,1,2
144,302,0,1,2
144,14705,1,1,2
144,13660,0,1,2
144,301,0,1,2
144,8252,1,1,2
144,7544,1,1,2
144,16472,0,1,2
144,11887,1,1,2
144,13931,0,1,2
144,13939,0,1,2
144,15888,1,1,2
144,9662,0,1,2
144,10909,0,1,2
144,4283,0,1,2
144,11335,1,1,2
144,11430,1,1,2
144,11863,1,1,2
144,8226,1,1,2
144,4441,1,1,2
144,3071,1,1,2
144,13779,1,1,2
144,7580,1,1,2
144,16471,0,1,2
144,10251,1,1,2
144,13194,1,1,2
144,8355,0,1,2
144,14383,1,1,2
144,14845,1,1,2
144,8139,0,1,2
144,8176,1,1,2
144,205,1,1,2
144,17435,1,1,2
144,10279,1,1,2
144,7720,1,1,2
144,7699,1,1,2
144,8352,1,1,2
144,2791,0,1,2
144,8174,1,1,2
144,15827,0,1,2
144,16259,1,1,2
144,10264,1,1,2
144,7573,1,1,2
144,13995,1,1,2
144,14873,1,1,2
144,13172,1,1,2
144,15284,1,1,2
144,13775,1,1,2
144,5081,1,1,2
144,15766,1,1,2
144,13195,0,1,2
144,8779,1,1,2
144,13644,0,1,2
144,14999,1,1,2
144,7980,1,1,2
144,4685,1,1,2
144,16094,1,1,2
144,5389,1,1,2
144,5100,0,1,2
144,14024,1,1,2
144,9712,0,1,2
144,8305,0,1,2
144,13530,0,1,2
144,7546,0,1,2
144,4318,1,1,2
144,10258,1,1,2
144,16093,1,1,2
144,8059,0,1,2
144,37,0,1,2
144,15423,1,1,2
144,9282,0,1,2
144,13830,1,1,2
144,8790,0,1,2
144,9731,1,1,2
144,17359,0,1,2
144,9137,1,1,2
144,14998,0,1,2
144,9246,1,1,2
144,8345,0,1,2
144,12123,1,1,2
144,12325,1,1,2
144,14713,0,1,2
144,16090,1,1,2
144,12354,1,1,2
144,10941,1,1,2
144,7631,0,1,2
144,15531,1,1,2
144,4378,0,1,2
144,10277,1,1,2
144,14815,1,1,2
144,13170,1,1,2
144,9153,0,1,2
144,8250,0,1,2
144,15864,0,1,2
144,209,1,1,2
144,14678,1,1,2
144,10451,1,1,2
144,16099,1,1,2
144,11050,1,1,2
144,15301,1,1,2
144,10969,1,1,2
144,7629,1,1,2
144,43,1,1,2
144,7353,1,1,2
144,15729,1,1,2
144,4349,0,1,2
144,13165,1,1,2
144,13461,0,1,2
144,11819,1,1,2
144,7952,1,1,2
144,6473,1,1,2
144,15422,1,1,2
144,14131,1,1,2
144,13534,0,1,2
144,1331,1,1,2
144,15441,1,1,2
144,15817,1,1,2
144,7547,1,1,2
144,14033,0,1,2
144,8776,1,1,2
144,14941,1,1,2
144,14922,1,1,2
144,8019,1,1,2
144,13831,0,1,2
144,12350,0,1,2
144,961,1,1,2
144,8256,0,1,2
144,10254,1,1,2
144,8859,1,1,2
144,8359,1,1,2
144,15637,1,1,2
144,15828,1,1,2
144,28,0,1,2
144,13532,0,1,2
144,13824,0,1,2
144,9267,1,1,2
144,8829,1,1,2
144,9094,0,1,2
144,7581,1,1,2
144,15763,1,1,2
144,15571,1,1,2
144,12971,1,1,2
144,8423,0,1,2
144,1228,1,1,2
144,14918,0,1,2
144,7728,0,1,2
144,7738,1,1,2
144,72,1,1,2
144,1205,0,1,2
144,9113,1,1,2
144,4332,0,1,2
144,10263,1,1,2
144,15887,1,1,2
144,15889,1,1,2
144,16426,1,1,2
144,8430,0,1,2
144,88,0,1,2
144,14947,1,1,2
144,10260,0,1,2
144,7763,1,1,2
144,13744,0,1,2
144,14894,0,1,2
144,14951,1,1,2
144,12342,1,1,2
144,12043,0,1,2
144,5000,1,1,2
144,8810,0,1,2
144,15877,1,1,2
144,15002,1,1,2
144,303,1,1,2
144,4391,1,1,2
144,16390,1,1,2
144,8831,0,1,2
144,9188,1,1,2
144,5659,1,1,2
144,14711,1,1,2
144,1708,1,1,2
144,5969,1,1,2
144,10437,0,1,2
144,8838,1,1,2
144,14803,1,1,2
144,15270,1,1,2
144,14839,0,1,2
144,7781,1,1,2
144,14950,1,1,2
144,8857,1,1,2
144,14701,1,1,2
144,12361,1,1,2
144,7705,1,1,2
144,14976,1,1,2
144,11232,1,1,2
144,5101,0,1,2
144,951,1,1,2
144,3073,0,1,2
144,13180,1,1,2
144,8327,0,1,2
144,6170,1,1,2
144,8431,0,1,2
144,8157,1,1,2
144,14750,0,1,2
144,8137,1,1,2
144,8795,0,1,2
144,10253,1,1,2
144,389,0,1,2
144,13825,1,1,2
144,8344,0,1,2
144,13821,0,1,2
144,8788,1,1,2
144,5294,1,1,2
144,7616,1,1,2
144,10939,1,1,2
144,12317,1,1,2
144,10276,1,1,2
144,9215,1,1,2
144,13691,0,1,2
144,13748,1,1,2
144,10339,1,1,2
144,15030,0,1,2
144,8254,0,1,2
593,6375,1,1,3
593,5476,1,1,3
593,6247,1,1,3
593,5529,0,1,3
593,5951,1,1,3
593,8704,0,1,3
593,134,1,1,3
593,5674,1,1,3
593,5553,1,1,3
593,8652,0,1,3
593,5591,1,1,3
593,6693,1,1,3
593,251,0,1,3
593,5449,1,1,3
593,9758,1,1,3
593,8724,1,1,3
593,5497,1,1,3
593,8653,1,1,3
593,329,1,1,3
593,5516,1,1,3
593,136,1,1,3
593,8709,0,1,3
593,148,0,1,3
593,5496,0,1,3
593,9784,0,1,3
593,6360,1,1,3
593,5657,1,1,3
593,5587,1,1,3
593,8715,0,1,3
593,8800,0,1,3
593,254,1,1,3
593,11381,1,1,3
593,6617,0,1,3
593,5495,1,1,3
593,9713,1,1,3
593,5734,1,1,3
593,5706,1,1,3
593,8690,0,1,3
593,5447,1,1,3
593,5680,1,1,3
593,8696,0,1,3
593,5530,1,1,3
593,5480,1,1,3
593,8736,0,1,3
593,5522,1,1,3
593,379,0,1,3
593,6182,1,1,3
593,210,1,1,3
593,8670,0,1,3
593,9643,1,1,3
593,5520,1,1,3
593,8632,1,1,3
593,6624,1,1,3
593,6687,1,1,3
593,5560,1,1,3
593,9746,1,1,3
593,8702,1,1,3
593,5558,1,1,3
593,319,1,1,3
593,322,0,1,3
593,9646,0,1,3
593,5626,0,1,3
593,8683,0,1,3
593,198,0,1,3
593,9774,1,1,3
593,9800,0,1,3
593,8790,0,1,3
593,5486,1,1,3
593,5566,0,1,3
593,150,0,1,3
593,5448,0,1,3
593,6658,0,1,3
593,5598,0,1,3
593,5510,1,1,3
593,8818,1,1,3
593,9653,1,1,3
593,6249,1,1,3
718,14512,1,1,4
718,9018,0,1,4
718,6538,0,1,4
718,12077,0,1,4
718,12132,1,1,4
718,11996,1,1,4
718,8139,0,1,4
718,14535,0,1,4
718,12112,1,1,4
718,14533,1,1,4
718,6668,0,1,4
718,12057,1,1,4
718,10409,1,1,4
718,11961,0,1,4
718,11937,0,1,4
718,12131,0,1,4
718,5633,0,1,4
718,5550,1,1,4
718,11941,1,1,4
718,13010,0,1,4
718,8193,1,1,4
718,10370,0,1,4
718,10319,1,1,4
718,5583,1,1,4
718,10133,1,1,4
718,7730,0,1,4
718,7756,1,1,4
718,10338,1,1,4
718,11912,1,1,4
718,12024,1,1,4
718,12145,0,1,4
718,12702,1,1,4
718,14629,1,1,4
718,14568,0,1,4
718,8268,1,1,4
718,12911,1,1,4
718,12164,1,1,4
718,5428,1,1,4
718,12037,1,1,4
718,11972,1,1,4
718,12075,0,1,4
718,14509,1,1,4
718,11951,0,1,4
718,14528,1,1,4
718,12144,1,1,4
718,12175,0,1,4
718,11967,1,1,4
718,14439,1,1,4
718,12013,0,1,4
718,11901,1,1,4
718,14376,1,1,4
718,8282,1,1,4
718,10581,1,1,4
718,8816,0,1,4
718,11980,1,1,4
718,12015,0,1,4
718,14611,1,1,4
718,11913,0,1,4
718,14601,0,1,4
718,12820,1,1,4
718,14334,0,1,4
718,10297,0,1,4
718,12042,0,1,4
718,8862,1,1,4
718,11925,1,1,4
718,12498,1,1,4
718,172,0,1,4
718,206,1,1,4
718,13111,1,1,4
718,10330,1,1,4
718,14600,1,1,4
718,10153,1,1,4
718,14388,1,1,4
718,5444,1,1,4
718,12160,0,1,4
718,6694,0,1,4
718,12000,1,1,4
718,10209,1,1,4
718,11973,1,1,4
718,12044,1,1,4
718,7424,1,1,4
718,12142,1,1,4
718,8101,1,1,4
718,8072,1,1,4
718,14575,0,1,4
718,10295,0,1,4
718,14566,0,1,4
718,12208,1,1,4
718,11908,0,1,4
718,14401,1,1,4
718,12135,1,1,4
718,12203,0,1,4
718,14341,0,1,4
718,12122,1,1,4
718,12018,0,1,4
718,12076,1,1,4
718,14613,1,1,4
718,14340,0,1,4
718,14641,1,1,4
718,12928,0,1,4
718,14534,1,1,4
718,12485,1,1,4
718,12206,1,1,4
718,12020,0,1,4
718,12052,0,1,4
718,14653,1,1,4
718,11943,0,1,4
718,12113,1,1,4
718,5595,1,1,4
718,12178,1,1,4
718,14654,1,1,4
718,8819,0,1,4
718,14551,1,1,4
718,11907,1,1,4
718,11924,0,1,4
718,12910,1,1,4
718,6560,1,1,4
718,12184,0,1,4
718,11976,1,1,4
718,14510,0,1,4
718,12176,0,1,4
718,8156,1,1,4
718,11997,0,1,4
718,5560,0,1,4
718,7768,0,1,4
718,12629,1,1,4
718,14504,0,1,4
718,5601,1,1,4
718,8042,0,1,4
718,12177,1,1,4
718,12742,1,1,4
718,12130,1,1,4
718,6730,1,1,4
718,10291,1,1,4
718,185,0,1,4
718,14550,1,1,4
718,14556,1,1,4
718,12182,1,1,4
718,10165,1,1,4
718,10124,1,1,4
718,10406,1,1,4
718,8191,0,1,4
718,11955,1,1,4
718,14630,0,1,4
718,12053,1,1,4
718,14628,0,1,4
718,6731,1,1,4
718,14522,1,1,4
718,204,0,1,4
718,8102,1,1,4
718,12210,0,1,4
718,12134,1,1,4
718,14530,0,1,4
718,12138,0,1,4
718,9019,1,1,4
718,14569,0,1,4
718,14577,1,1,4
718,14620,0,1,4
718,13047,0,1,4
718,12054,1,1,4
718,8847,0,1,4
718,14375,1,1,4
718,12157,0,1,4
718,12078,0,1,4
718,7714,1,1,4
718,14363,1,1,4
718,10145,1,1,4
718,12151,1,1,4
718,12159,0,1,4
718,11999,0,1,4
718,12010,1,1,4
718,7729,0,1,4
718,11963,1,1,4
718,12006,1,1,4
718,12148,0,1,4
718,11981,1,1,4
718,10208,1,1,4
718,7766,1,1,4
718,12214,0,1,4
718,10313,1,1,4
718,12826,1,1,4
718,12097,1,1,4
718,10210,1,1,4
718,12111,1,1,4
718,12205,1,1,4
718,8952,0,1,4
718,10339,1,1,4
718,7715,1,1,4
718,5744,1,1,4
1018,1131,1,1,5
1018,15258,1,1,5
1018,3597,0,1,5
1018,5643,1,1,5
1018,13129,1,1,5
1018,8262,1,1,5
1018,15141,0,1,5
1018,17484,1,1,5
1018,11216,0,1,5
1018,5458,0,1,5
1018,8173,0,1,5
1018,5497,1,1,5
1018,14961,1,1,5
1018,1258,0,1,5
1018,8038,1,1,5
1018,5486,1,1,5
1018,6473,1,1,5
1018,5662,1,1,5
1018,17363,1,1,5
1018,15054,0,1,5
1018,1283,1,1,5
1018,5806,1,1,5
1018,7431,1,1,5
1018,15611,1,1,5
1018,14371,1,1,5
1018,15607,1,1,5
1018,8078,1,1,5
1018,14840,1,1,5
1018,15111,1,1,5
1018,15550,1,1,5
1018,7355,1,1,5
1018,11214,1,1,5
1018,15527,1,1,5
1018,15218,1,1,5
1018,7405,1,1,5
1018,7389,1,1,5
1018,1092,1,1,5
1018,17490,1,1,5
1018,11245,0,1,5
1018,8122,1,1,5
1018,15616,0,1,5
1018,5564,1,1,5
1018,15233,1,1,5
1018,8147,1,1,5
1018,5673,1,1,5
1018,17442,1,1,5
1018,15283,1,1,5
1018,14532,0,1,5
1018,8123,0,1,5
1018,7413,1,1,5
1018,9143,1,1,5
1018,11199,1,1,5
1018,17441,1,1,5
1018,15104,1,1,5
1018,15148,1,1,5
1018,7381,1,1,5
1018,15084,1,1,5
1018,5706,1,1,5
1018,15085,1,1,5
1018,9169,1,1,5
1018,15149,1,1,5
1018,5558,0,1,5
1018,3583,1,1,5
1018,5544,1,1,5
1018,15105,1,1,5
1018,1280,0,1,5
1018,15537,1,1,5
1018,14786,0,1,5
1018,5744,1,1,5
1018,15097,1,1,5
1018,5428,1,1,5
1018,8129,1,1,5
1018,5740,1,1,5
1018,6465,1,1,5
1018,15540,1,1,5
1018,12950,1,1,5
1018,5442,0,1,5
1018,12951,0,1,5
1018,5567,1,1,5
1018,7406,1,1,5
1018,17305,1,1,5
1018,15110,1,1,5
1018,1093,1,1,5
1018,9189,1,1,5
1018,1264,1,1,5
1018,5473,1,1,5
1018,5689,1,1,5
1018,5756,1,1,5
1018,5569,1,1,5
1018,3682,1,1,5
1018,15610,1,1,5
1018,1119,1,1,5
1018,8066,0,1,5
1018,8138,1,1,5
1018,9137,1,1,5
1018,11231,0,1,5
1018,14839,1,1,5
1018,15612,1,1,5
1018,5615,1,1,5
1018,15613,1,1,5
1018,8144,1,1,5
1018,6477,1,1,5
1018,15290,1,1,5
1018,8317,1,1,5
1018,1173,1,1,5
1018,5444,1,1,5
1018,8265,1,1,5
1018,15551,1,1,5
1018,15561,1,1,5
1018,13069,0,1,5
1018,1645,0,1,5
1018,11209,1,1,5
1018,5713,1,1,5
1018,1640,1,1,5
1018,1106,1,1,5
1018,1285,1,1,5
1018,5468,1,1,5
1018,5552,1,1,5
1018,15102,0,1,5
1018,11236,0,1,5
1018,14614,0,1,5
1018,1100,0,1,5
1018,5715,1,1,5
1018,9113,1,1,5
1018,11219,1,1,5
1018,15553,1,1,5
1018,12162,1,1,5
1018,9188,1,1,5
1018,5437,1,1,5
1018,3593,1,1,5
1018,13038,0,1,5
1018,5657,1,1,5
1018,7375,1,1,5
1018,1600,1,1,5
1018,15114,1,1,5
1018,8282,0,1,5
1018,11185,1,1,5
1018,12960,1,1,5
1018,5685,1,1,5
1018,5609,1,1,5
1018,9227,1,1,5
1018,8035,1,1,5
1018,15004,0,1,5
1018,5600,0,1,5
1018,13058,1,1,5
1018,1629,0,1,5
1018,15049,1,1,5
1018,15614,1,1,5
1018,14534,1,1,5
1018,6469,1,1,5
1018,15229,0,1,5
1018,1266,0,1,5
1018,14449,0,1,5
1018,3681,1,1,5
1018,11249,0,1,5
1018,15577,1,1,5
1018,5455,1,1,5
1018,11250,1,1,5
1018,9171,1,1,5
1018,5457,1,1,5
1018,1372,1,1,5
1018,9318,1,1,5
1018,5511,1,1,5
1018,5527,0,1,5
1018,8115,1,1,5
1057,11969,1,1,6
1057,15048,0,1,6
1057,9348,1,1,6
1057,11189,0,1,6
1057,7348,1,1,6
1057,11191,1,1,6
1057,5657,1,1,6
1057,8120,0,1,6
1057,5592,1,1,6
1057,15414,1,1,6
1057,8057,1,1,6
1057,7359,1,1,6
1057,12635,1,1,6
1057,6117,1,1,6
1057,7403,1,1,6
1057,13018,0,1,6
1057,2406,0,1,6
1057,5565,1,1,6
1057,10032,0,1,6
1057,14658,0,1,6
1057,14690,1,1,6
1057,7849,1,1,6
1057,8118,1,1,6
1057,10169,0,1,6
1057,14877,0,1,6
1057,5655,1,1,6
1057,14689,1,1,6
1057,7400,0,1,6
1057,9146,1,1,6
1057,2216,1,1,6
1057,5494,1,1,6
1057,1150,0,1,6
1057,11239,1,1,6
1057,10027,0,1,6
1057,12982,1,1,6
1057,9280,1,1,6
1057,7384,1,1,6
1057,14688,0,1,6
1057,9992,0,1,6
1057,12556,1,1,6
1057,2376,0,1,6
1057,10026,1,1,6
1057,9890,1,1,6
1057,10064,0,1,6
1057,15413,1,1,6
1057,7343,1,1,6
1057,9906,1,1,6
1057,7376,1,1,6
1057,10078,1,1,6
1057,15412,1,1,6
1057,14610,1,1,6
1057,10059,1,1,6
1057,1131,1,1,6
1057,10063,1,1,6
1057,7805,1,1,6
1057,10047,1,1,6
1057,9858,0,1,6
1057,9288,1,1,6
1057,9837,0,1,6
