user_id,item_id,score,fairness_id
3,429,1,31.0
3,354,1,31.0
3,32,1,31.0
3,783,1,31.0
3,714,1,31.0
3,92,1,31.0
3,596,1,31.0
3,339,1,31.0
3,209,1,31.0
3,594,1,31.0
3,782,1,31.0
3,225,1,31.0
3,333,1,31.0
3,469,1,31.0
3,677,1,31.0
3,622,1,31.0
3,70,1,31.0
3,550,1,31.0
3,641,1,31.0
3,275,1,31.0
3,584,1,31.0
3,431,1,31.0
3,441,1,31.0
3,717,1,31.0
3,772,1,31.0
3,500,0,31.0
3,308,1,31.0
3,221,1,31.0
3,312,1,31.0
3,102,1,31.0
3,403,1,31.0
3,168,1,31.0
3,75,1,31.0
3,657,1,31.0
3,386,1,31.0
3,79,1,31.0
3,663,1,31.0
3,651,1,31.0
3,296,1,31.0
3,141,1,31.0
3,150,1,31.0
3,439,1,31.0
3,553,1,31.0
3,222,1,31.0
3,704,1,31.0
3,344,1,31.0
3,247,1,31.0
3,142,1,31.0
3,330,1,31.0
3,710,1,31.0
3,514,1,31.0
3,363,1,31.0
3,249,1,31.0
3,298,1,31.0
3,212,1,31.0
3,189,1,31.0
3,237,1,31.0
3,490,1,31.0
3,347,1,31.0
3,138,1,31.0
3,806,1,31.0
3,786,1,31.0
3,318,1,31.0
3,278,1,31.0
3,395,1,31.0
3,81,1,31.0
3,371,1,31.0
3,326,1,31.0
3,610,1,31.0
3,681,1,31.0
3,424,1,31.0
3,488,1,31.0
3,468,1,31.0
3,634,1,31.0
3,515,0,31.0
3,709,1,31.0
3,205,1,31.0
3,305,1,31.0
3,624,1,31.0
3,695,1,31.0
3,77,1,31.0
3,722,1,31.0
3,146,1,31.0
3,276,1,31.0
3,241,1,31.0
3,190,1,31.0
3,798,1,31.0
3,740,1,31.0
3,571,1,31.0
3,767,1,31.0
3,261,1,31.0
3,734,1,31.0
3,73,1,31.0
3,530,1,31.0
3,581,1,31.0
3,493,1,31.0
3,466,1,31.0
3,459,1,31.0
3,585,1,31.0
3,324,1,31.0
3,232,1,31.0
3,185,1,31.0
3,675,1,31.0
3,612,1,31.0
3,715,1,31.0
3,336,1,31.0
9,559,1,91.0
9,818,1,91.0
9,754,1,91.0
9,674,1,91.0
9,332,1,91.0
9,251,1,91.0
9,306,1,91.0
9,79,1,91.0
9,680,1,91.0
9,85,1,91.0
9,616,0,91.0
9,822,1,91.0
9,505,1,91.0
9,174,0,91.0
9,501,1,91.0
9,590,1,91.0
9,396,1,91.0
9,701,1,91.0
9,90,1,91.0
9,633,1,91.0
9,57,1,91.0
9,83,1,91.0
9,387,1,91.0
9,107,1,91.0
9,261,1,91.0
9,665,0,91.0
9,17,1,91.0
9,381,1,91.0
9,140,1,91.0
9,169,0,91.0
9,346,1,91.0
9,307,1,91.0
9,76,1,91.0
9,25,1,91.0
9,362,1,91.0
9,336,0,91.0
9,11,1,91.0
9,494,1,91.0
9,428,1,91.0
9,366,1,91.0
9,263,1,91.0
9,246,1,91.0
9,287,1,91.0
9,803,1,91.0
9,422,1,91.0
9,339,1,91.0
9,110,1,91.0
9,815,0,91.0
9,688,1,91.0
9,790,1,91.0
9,618,0,91.0
9,314,0,91.0
9,121,1,91.0
9,256,1,91.0
9,228,1,91.0
9,201,1,91.0
9,352,0,91.0
9,581,1,91.0
9,282,0,91.0
9,168,0,91.0
9,705,1,91.0
9,730,1,91.0
9,178,1,91.0
9,55,0,91.0
9,218,0,91.0
9,137,1,91.0
9,683,1,91.0
9,801,0,91.0
9,690,1,91.0
9,596,1,91.0
9,333,0,91.0
9,768,1,91.0
9,295,0,91.0
9,214,1,91.0
9,75,1,91.0
9,673,0,91.0
9,262,1,91.0
9,497,0,91.0
9,786,1,91.0
9,455,1,91.0
9,123,1,91.0
9,164,1,91.0
9,118,0,91.0
9,31,1,91.0
9,92,0,91.0
9,70,1,91.0
9,563,0,91.0
9,685,0,91.0
9,136,0,91.0
9,382,0,91.0
9,639,0,91.0
9,749,0,91.0
9,394,0,91.0
9,304,0,91.0
9,675,0,91.0
9,142,0,91.0
21,416,1,211.0
21,332,0,211.0
21,459,1,211.0
21,674,1,211.0
21,710,1,211.0
21,352,1,211.0
21,8,1,211.0
21,449,1,211.0
21,277,1,211.0
21,287,1,211.0
21,494,0,211.0
21,155,1,211.0
21,776,1,211.0
21,483,1,211.0
21,228,1,211.0
21,296,1,211.0
21,409,1,211.0
21,226,1,211.0
21,781,1,211.0
21,43,1,211.0
21,422,1,211.0
21,221,1,211.0
21,585,1,211.0
21,429,0,211.0
21,501,1,211.0
21,759,1,211.0
21,408,1,211.0
21,283,0,211.0
21,76,1,211.0
21,446,1,211.0
21,502,1,211.0
21,661,1,211.0
21,541,1,211.0
21,233,1,211.0
21,561,1,211.0
21,163,0,211.0
21,327,1,211.0
21,246,1,211.0
21,801,1,211.0
21,325,1,211.0
21,548,0,211.0
21,73,1,211.0
21,783,1,211.0
21,820,1,211.0
21,340,1,211.0
21,298,1,211.0
21,256,1,211.0
21,382,1,211.0
21,418,1,211.0
21,508,1,211.0
21,98,1,211.0
21,35,1,211.0
21,722,0,211.0
21,810,1,211.0
21,18,0,211.0
21,395,1,211.0
21,486,0,211.0
21,767,1,211.0
21,774,1,211.0
21,549,1,211.0
21,596,1,211.0
21,338,1,211.0
21,167,0,211.0
21,309,0,211.0
21,211,1,211.0
21,720,0,211.0
21,824,1,211.0
21,272,1,211.0
21,399,0,211.0
21,357,1,211.0
21,546,0,211.0
21,60,0,211.0
21,170,1,211.0
21,499,0,211.0
21,725,1,211.0
21,22,0,211.0
21,455,0,211.0
21,66,0,211.0
21,573,0,211.0
21,544,0,211.0
21,201,0,211.0
27,476,1,261.0
27,275,1,261.0
27,679,1,261.0
27,9,0,261.0
27,317,1,261.0
27,16,1,261.0
27,637,1,261.0
27,723,1,261.0
27,10,1,261.0
27,223,0,261.0
27,82,1,261.0
27,465,1,261.0
27,340,1,261.0
27,118,1,261.0
27,564,0,261.0
27,254,1,261.0
27,246,1,261.0
27,621,1,261.0
27,582,1,261.0
27,669,0,261.0
27,734,1,261.0
27,198,1,261.0
27,595,1,261.0
27,74,1,261.0
27,6,1,261.0
27,563,0,261.0
27,483,1,261.0
27,739,1,261.0
27,541,1,261.0
27,298,0,261.0
27,100,1,261.0
27,140,1,261.0
27,527,0,261.0
27,189,1,261.0
27,218,1,261.0
27,775,1,261.0
27,1,0,261.0
27,378,1,261.0
27,125,1,261.0
27,204,1,261.0
27,167,1,261.0
27,262,1,261.0
27,517,1,261.0
27,469,1,261.0
27,664,1,261.0
27,750,1,261.0
27,255,1,261.0
27,212,1,261.0
27,41,1,261.0
27,315,1,261.0
27,142,1,261.0
27,163,1,261.0
27,592,0,261.0
27,685,0,261.0
27,443,1,261.0
27,777,1,261.0
27,757,1,261.0
27,697,1,261.0
27,589,1,261.0
27,722,0,261.0
27,491,1,261.0
27,124,1,261.0
27,488,1,261.0
27,370,1,261.0
27,152,1,261.0
27,194,0,261.0
27,91,1,261.0
27,280,1,261.0
27,710,1,261.0
27,783,1,261.0
27,338,0,261.0
27,25,0,261.0
27,237,1,261.0
27,771,0,261.0
27,220,0,261.0
27,539,0,261.0
27,393,0,261.0
30,648,1,291.0
30,23,0,291.0
30,413,1,291.0
30,153,1,291.0
30,469,1,291.0
30,336,1,291.0
30,499,1,291.0
30,170,0,291.0
30,493,1,291.0
30,200,1,291.0
30,102,1,291.0
30,254,1,291.0
30,818,1,291.0
30,439,1,291.0
30,758,1,291.0
30,46,1,291.0
30,814,1,291.0
30,332,1,291.0
30,817,1,291.0
30,214,1,291.0
30,819,1,291.0
30,90,1,291.0
30,664,1,291.0
30,53,1,291.0
30,197,1,291.0
30,712,1,291.0
30,627,1,291.0
30,743,1,291.0
30,10,1,291.0
30,775,1,291.0
30,823,1,291.0
30,816,0,291.0
30,26,1,291.0
30,374,1,291.0
30,622,1,291.0
30,771,0,291.0
30,405,1,291.0
30,508,1,291.0
30,31,1,291.0
30,368,1,291.0
30,209,1,291.0
30,286,1,291.0
30,663,1,291.0
30,110,1,291.0
30,346,1,291.0
30,699,1,291.0
30,308,1,291.0
30,777,1,291.0
30,35,1,291.0
30,325,1,291.0
30,772,1,291.0
30,756,1,291.0
30,87,1,291.0
30,560,1,291.0
30,21,1,291.0
30,747,1,291.0
30,359,0,291.0
30,820,0,291.0
30,262,1,291.0
30,456,1,291.0
30,171,0,291.0
30,811,1,291.0
30,233,1,291.0
30,674,1,291.0
30,423,1,291.0
30,119,0,291.0
30,574,1,291.0
30,483,1,291.0
30,155,1,291.0
30,311,0,291.0
30,815,0,291.0
30,140,1,291.0
30,210,0,291.0
30,567,0,291.0
30,646,1,291.0
30,337,0,291.0
32,594,1,311.0
32,620,1,311.0
32,225,1,311.0
32,302,1,311.0
32,684,1,311.0
32,311,1,311.0
32,516,1,311.0
32,806,1,311.0
32,256,1,311.0
32,157,1,311.0
32,731,1,311.0
32,201,1,311.0
32,770,1,311.0
32,450,1,311.0
32,258,1,311.0
32,704,1,311.0
32,588,1,311.0
32,733,1,311.0
32,817,0,311.0
32,677,1,311.0
32,685,1,311.0
32,681,1,311.0
32,336,1,311.0
32,522,1,311.0
32,217,1,311.0
32,820,1,311.0
32,593,0,311.0
32,306,1,311.0
32,676,1,311.0
32,765,1,311.0
32,327,1,311.0
32,498,1,311.0
32,366,1,311.0
32,680,1,311.0
32,2,1,311.0
32,436,1,311.0
32,453,1,311.0
32,659,1,311.0
32,706,1,311.0
32,509,1,311.0
32,167,1,311.0
32,328,1,311.0
32,523,1,311.0
32,156,1,311.0
32,243,1,311.0
32,433,1,311.0
32,559,1,311.0
32,675,1,311.0
32,3,1,311.0
32,384,1,311.0
32,309,1,311.0
32,257,1,311.0
32,142,1,311.0
32,123,1,311.0
32,300,1,311.0
32,159,1,311.0
32,511,1,311.0
32,97,1,311.0
32,587,1,311.0
32,134,1,311.0
32,329,1,311.0
32,14,1,311.0
32,777,1,311.0
32,133,1,311.0
32,636,1,311.0
32,43,1,311.0
32,452,1,311.0
32,200,1,311.0
32,314,1,311.0
32,345,1,311.0
32,77,1,311.0
32,590,1,311.0
32,584,1,311.0
32,420,1,311.0
32,783,1,311.0
32,802,1,311.0
37,258,1,341.0
37,425,1,341.0
37,779,1,341.0
37,382,1,341.0
37,478,1,341.0
37,576,1,341.0
37,500,1,341.0
37,588,1,341.0
37,620,1,341.0
37,142,1,341.0
37,0,1,341.0
37,217,1,341.0
37,82,1,341.0
37,219,1,341.0
37,594,0,341.0
37,330,1,341.0
37,581,1,341.0
37,134,1,341.0
37,647,1,341.0
37,385,1,341.0
37,648,0,341.0
37,742,1,341.0
37,170,1,341.0
37,230,1,341.0
37,332,1,341.0
37,685,1,341.0
37,430,0,341.0
37,433,1,341.0
37,201,1,341.0
37,288,0,341.0
37,508,1,341.0
37,346,1,341.0
37,776,1,341.0
37,755,1,341.0
37,317,1,341.0
37,83,1,341.0
37,413,1,341.0
37,53,1,341.0
37,502,1,341.0
37,218,1,341.0
37,596,1,341.0
37,105,1,341.0
37,121,1,341.0
37,14,1,341.0
37,812,1,341.0
37,111,1,341.0
37,96,1,341.0
37,417,1,341.0
37,761,1,341.0
37,159,1,341.0
37,637,1,341.0
37,76,1,341.0
37,386,1,341.0
37,450,1,341.0
37,306,1,341.0
37,227,1,341.0
37,226,1,341.0
37,775,1,341.0
37,11,1,341.0
37,733,0,341.0
37,437,0,341.0
37,315,1,341.0
37,602,1,341.0
37,90,1,341.0
37,107,1,341.0
37,661,1,341.0
37,334,1,341.0
37,645,1,341.0
37,592,1,341.0
37,250,0,341.0
37,155,1,341.0
37,642,0,341.0
37,345,1,341.0
37,431,0,341.0
38,343,1,351.0
38,497,1,351.0
38,582,1,351.0
38,43,1,351.0
38,772,1,351.0
38,620,1,351.0
38,122,1,351.0
38,767,1,351.0
38,758,0,351.0
38,424,1,351.0
38,139,1,351.0
38,385,1,351.0
38,511,1,351.0
38,99,1,351.0
38,3,1,351.0
38,735,1,351.0
38,757,1,351.0
38,671,0,351.0
38,509,1,351.0
38,639,1,351.0
38,217,1,351.0
38,47,1,351.0
38,345,1,351.0
38,571,1,351.0
38,12,1,351.0
38,169,1,351.0
38,6,1,351.0
38,475,1,351.0
38,641,1,351.0
38,761,1,351.0
38,315,1,351.0
38,684,1,351.0
38,160,1,351.0
38,288,0,351.0
38,332,1,351.0
38,136,1,351.0
38,257,0,351.0
38,637,1,351.0
38,595,1,351.0
38,51,1,351.0
38,261,1,351.0
38,417,1,351.0
38,176,0,351.0
38,673,1,351.0
38,226,1,351.0
38,307,1,351.0
38,110,1,351.0
38,10,1,351.0
38,505,1,351.0
38,823,1,351.0
38,561,1,351.0
38,413,1,351.0
38,437,0,351.0
38,395,1,351.0
38,156,0,351.0
38,228,1,351.0
38,756,1,351.0
38,781,1,351.0
38,225,1,351.0
38,647,0,351.0
38,738,0,351.0
38,766,1,351.0
38,17,1,351.0
38,255,0,351.0
38,771,0,351.0
38,587,0,351.0
38,438,0,351.0
38,640,0,351.0
38,0,0,351.0
38,1,0,351.0
38,15,0,351.0
38,586,0,351.0
39,471,1,361.0
39,730,0,361.0
39,589,1,361.0
39,757,1,361.0
39,155,1,361.0
39,167,1,361.0
39,228,1,361.0
39,806,1,361.0
39,121,1,361.0
39,332,1,361.0
39,424,1,361.0
39,140,0,361.0
39,731,1,361.0
39,582,0,361.0
39,336,1,361.0
39,225,1,361.0
39,43,0,361.0
39,122,1,361.0
39,426,1,361.0
39,212,1,361.0
39,494,1,361.0
39,592,1,361.0
39,338,0,361.0
39,123,1,361.0
39,185,1,361.0
39,317,1,361.0
39,786,1,361.0
39,209,1,361.0
39,308,0,361.0
39,761,1,361.0
39,411,1,361.0
39,743,1,361.0
39,102,1,361.0
39,307,1,361.0
39,623,1,361.0
39,590,0,361.0
39,533,1,361.0
39,386,1,361.0
39,339,1,361.0
39,798,1,361.0
39,404,0,361.0
39,370,1,361.0
39,674,1,361.0
39,709,1,361.0
39,735,1,361.0
39,133,1,361.0
39,701,1,361.0
39,53,1,361.0
39,585,1,361.0
39,541,1,361.0
39,343,1,361.0
39,624,1,361.0
39,233,1,361.0
39,450,1,361.0
39,661,1,361.0
39,553,1,361.0
39,396,1,361.0
39,803,1,361.0
39,286,1,361.0
39,405,1,361.0
39,631,1,361.0
39,630,1,361.0
39,302,1,361.0
39,779,0,361.0
39,64,0,361.0
39,814,1,361.0
39,337,0,361.0
39,775,0,361.0
39,690,0,361.0
39,760,0,361.0
39,832,0,361.0
46,411,1,431.0
46,643,1,431.0
46,142,1,431.0
46,77,1,431.0
46,502,1,431.0
46,96,1,431.0
46,10,1,431.0
46,339,0,431.0
46,239,1,431.0
46,190,0,431.0
46,266,0,431.0
46,254,1,431.0
46,332,1,431.0
46,830,0,431.0
46,423,1,431.0
46,755,1,431.0
46,225,1,431.0
46,456,1,431.0
46,652,1,431.0
46,17,1,431.0
46,139,1,431.0
46,391,1,431.0
46,560,1,431.0
46,731,0,431.0
46,739,1,431.0
46,241,0,431.0
46,507,1,431.0
46,163,1,431.0
46,489,0,431.0
46,204,0,431.0
46,701,1,431.0
46,188,0,431.0
46,200,1,431.0
46,112,0,431.0
46,69,1,431.0
46,468,0,431.0
46,221,0,431.0
46,340,1,431.0
46,425,1,431.0
46,346,1,431.0
46,114,1,431.0
46,307,1,431.0
46,102,0,431.0
46,83,1,431.0
46,487,0,431.0
46,542,0,431.0
46,140,1,431.0
46,46,1,431.0
46,386,1,431.0
46,388,0,431.0
46,410,1,431.0
46,273,1,431.0
46,90,1,431.0
46,242,0,431.0
46,44,1,431.0
46,336,0,431.0
46,711,0,431.0
46,364,0,431.0
46,565,1,431.0
46,584,0,431.0
46,814,0,431.0
46,433,0,431.0
46,379,0,431.0
46,499,0,431.0
46,526,0,431.0
46,352,0,431.0
46,24,0,431.0
46,13,0,431.0
46,292,0,431.0
48,79,1,451.0
48,767,1,451.0
48,252,1,451.0
48,218,1,451.0
48,45,1,451.0
48,701,1,451.0
48,227,1,451.0
48,88,1,451.0
48,638,1,451.0
48,645,1,451.0
48,739,1,451.0
48,140,1,451.0
48,393,1,451.0
48,166,1,451.0
48,73,1,451.0
48,410,1,451.0
48,82,1,451.0
48,93,1,451.0
48,773,1,451.0
48,414,1,451.0
48,137,1,451.0
48,498,1,451.0
48,596,0,451.0
48,755,1,451.0
48,476,0,451.0
48,332,1,451.0
48,101,1,451.0
48,158,0,451.0
48,256,1,451.0
48,709,0,451.0
48,599,1,451.0
48,698,1,451.0
48,107,1,451.0
48,108,1,451.0
48,450,1,451.0
48,426,1,451.0
48,780,1,451.0
48,50,1,451.0
48,659,1,451.0
48,657,1,451.0
48,505,1,451.0
48,598,1,451.0
48,87,1,451.0
48,11,1,451.0
48,763,0,451.0
48,392,0,451.0
48,328,1,451.0
48,334,1,451.0
48,225,1,451.0
48,683,1,451.0
48,521,1,451.0
48,517,1,451.0
48,418,1,451.0
48,67,1,451.0
48,413,1,451.0
48,737,1,451.0
48,121,1,451.0
48,559,1,451.0
48,766,1,451.0
48,424,0,451.0
48,580,1,451.0
48,0,0,451.0
48,475,1,451.0
48,83,0,451.0
48,156,0,451.0
48,224,0,451.0
48,660,0,451.0
48,16,0,451.0
48,176,0,451.0
57,276,1,521.0
57,686,1,521.0
57,265,0,521.0
57,783,1,521.0
57,105,1,521.0
57,326,1,521.0
57,100,1,521.0
57,422,1,521.0
57,198,1,521.0
57,306,1,521.0
57,737,1,521.0
57,750,0,521.0
57,283,0,521.0
57,31,1,521.0
57,643,1,521.0
57,532,1,521.0
57,435,1,521.0
57,585,1,521.0
57,340,1,521.0
57,43,1,521.0
57,395,1,521.0
57,204,0,521.0
57,710,1,521.0
57,599,1,521.0
57,75,1,521.0
57,384,0,521.0
57,634,1,521.0
57,35,1,521.0
57,474,1,521.0
57,811,1,521.0
57,139,1,521.0
57,711,1,521.0
57,110,1,521.0
57,83,1,521.0
57,10,1,521.0
57,641,0,521.0
57,212,1,521.0
57,185,1,521.0
57,411,1,521.0
57,471,1,521.0
57,221,1,521.0
57,461,1,521.0
57,564,0,521.0
57,553,1,521.0
57,121,1,521.0
57,284,1,521.0
57,167,1,521.0
57,727,1,521.0
57,88,1,521.0
57,596,1,521.0
57,581,1,521.0
57,790,0,521.0
57,756,1,521.0
57,816,0,521.0
57,730,1,521.0
57,188,1,521.0
57,123,1,521.0
57,613,1,521.0
57,343,0,521.0
57,563,0,521.0
57,698,0,521.0
57,47,0,521.0
57,706,0,521.0
57,172,0,521.0
57,52,0,521.0
57,382,0,521.0
57,174,0,521.0
58,82,1,531.0
58,663,1,531.0
58,738,0,531.0
58,227,1,531.0
58,439,1,531.0
58,452,1,531.0
58,8,1,531.0
58,245,0,531.0
58,54,1,531.0
58,664,1,531.0
58,414,0,531.0
58,225,1,531.0
58,756,1,531.0
58,424,1,531.0
58,105,1,531.0
58,262,1,531.0
58,251,1,531.0
58,567,1,531.0
58,413,1,531.0
58,102,1,531.0
58,822,0,531.0
58,589,1,531.0
58,772,1,531.0
58,385,1,531.0
58,220,1,531.0
58,163,1,531.0
58,500,1,531.0
58,757,1,531.0
58,219,1,531.0
58,181,1,531.0
58,52,1,531.0
58,580,1,531.0
58,43,1,531.0
58,335,1,531.0
58,674,1,531.0
58,673,1,531.0
58,761,1,531.0
58,50,1,531.0
58,169,1,531.0
58,221,1,531.0
58,228,1,531.0
58,418,1,531.0
58,3,1,531.0
58,774,1,531.0
58,596,1,531.0
58,386,1,531.0
58,576,1,531.0
58,677,0,531.0
58,336,1,531.0
58,387,1,531.0
58,816,1,531.0
58,474,1,531.0
58,330,1,531.0
58,122,1,531.0
58,523,1,531.0
58,768,0,531.0
58,638,1,531.0
58,777,1,531.0
58,2,1,531.0
58,423,1,531.0
58,306,0,531.0
58,96,1,531.0
58,79,0,531.0
58,675,0,531.0
58,337,0,531.0
58,431,0,531.0
58,301,1,531.0
60,173,1,551.0
60,209,0,551.0
60,124,1,551.0
60,299,1,551.0
60,414,1,551.0
60,258,1,551.0
60,214,1,551.0
60,638,1,551.0
60,8,1,551.0
60,57,1,551.0
60,802,1,551.0
60,98,1,551.0
60,703,1,551.0
60,779,1,551.0
60,645,1,551.0
60,823,1,551.0
60,277,1,551.0
60,43,1,551.0
60,67,1,551.0
60,227,0,551.0
60,418,1,551.0
60,439,1,551.0
60,81,1,551.0
60,200,1,551.0
60,701,1,551.0
60,347,1,551.0
60,814,1,551.0
60,187,1,551.0
60,517,1,551.0
60,450,1,551.0
60,161,1,551.0
60,93,1,551.0
60,316,1,551.0
60,526,1,551.0
60,99,1,551.0
60,26,1,551.0
60,509,1,551.0
60,665,1,551.0
60,574,1,551.0
60,819,1,551.0
60,564,1,551.0
60,251,1,551.0
60,704,1,551.0
60,446,1,551.0
60,469,0,551.0
60,346,1,551.0
60,724,1,551.0
60,684,1,551.0
60,411,1,551.0
60,137,1,551.0
60,296,1,551.0
60,774,1,551.0
60,501,0,551.0
60,314,1,551.0
60,18,0,551.0
60,580,1,551.0
60,758,1,551.0
60,372,0,551.0
60,47,0,551.0
60,140,1,551.0
60,55,0,551.0
60,598,0,551.0
60,237,0,551.0
60,230,0,551.0
60,424,0,551.0
60,27,0,551.0
67,592,1,611.0
67,622,1,611.0
67,26,1,611.0
67,488,1,611.0
67,449,1,611.0
67,130,1,611.0
67,634,1,611.0
67,483,1,611.0
67,512,1,611.0
67,446,0,611.0
67,108,1,611.0
67,624,1,611.0
67,650,1,611.0
67,343,1,611.0
67,772,1,611.0
67,414,1,611.0
67,548,1,611.0
67,75,1,611.0
67,22,1,611.0
67,8,1,611.0
67,532,1,611.0
67,270,1,611.0
67,476,1,611.0
67,316,1,611.0
67,138,1,611.0
67,198,1,611.0
67,327,1,611.0
67,83,1,611.0
67,571,1,611.0
67,618,1,611.0
67,565,1,611.0
67,245,1,611.0
67,376,1,611.0
67,181,1,611.0
67,81,1,611.0
67,439,1,611.0
67,466,1,611.0
67,335,1,611.0
67,493,0,611.0
67,347,1,611.0
67,740,1,611.0
67,735,1,611.0
67,341,1,611.0
67,122,1,611.0
67,374,0,611.0
67,405,1,611.0
67,507,1,611.0
67,475,1,611.0
67,810,1,611.0
67,399,0,611.0
67,390,1,611.0
67,217,1,611.0
67,331,1,611.0
67,679,1,611.0
67,345,1,611.0
67,771,0,611.0
67,620,1,611.0
67,417,1,611.0
67,82,1,611.0
67,174,0,611.0
67,183,0,611.0
67,3,1,611.0
67,98,1,611.0
67,751,0,611.0
67,70,0,611.0
72,723,1,651.0
72,521,1,651.0
72,248,1,651.0
72,509,1,651.0
72,456,1,651.0
72,710,0,651.0
72,776,0,651.0
72,108,1,651.0
72,140,1,651.0
72,291,0,651.0
72,155,1,651.0
72,121,1,651.0
72,314,1,651.0
72,123,1,651.0
72,107,1,651.0
72,674,1,651.0
72,132,1,651.0
72,53,1,651.0
72,209,1,651.0
72,266,1,651.0
72,283,1,651.0
72,818,1,651.0
72,759,1,651.0
72,704,1,651.0
72,592,1,651.0
72,755,1,651.0
72,449,0,651.0
72,386,1,651.0
72,228,1,651.0
72,254,1,651.0
72,734,1,651.0
72,450,1,651.0
72,426,0,651.0
72,261,1,651.0
72,741,1,651.0
72,686,1,651.0
72,519,1,651.0
72,418,1,651.0
72,413,1,651.0
72,754,1,651.0
72,557,1,651.0
72,161,1,651.0
72,673,1,651.0
72,311,0,651.0
72,245,0,651.0
72,260,1,651.0
72,93,1,651.0
72,79,1,651.0
72,346,1,651.0
72,637,1,651.0
72,307,1,651.0
72,479,0,651.0
72,512,1,651.0
72,471,1,651.0
72,35,1,651.0
72,91,1,651.0
72,536,1,651.0
72,753,0,651.0
72,423,1,651.0
72,815,0,651.0
72,23,0,651.0
72,343,0,651.0
72,359,0,651.0
72,455,0,651.0
76,252,1,691.0
76,6,1,691.0
76,224,1,691.0
76,187,1,691.0
76,765,0,691.0
76,159,1,691.0
76,753,1,691.0
76,597,1,691.0
76,745,1,691.0
76,732,1,691.0
76,341,1,691.0
76,576,1,691.0
76,766,1,691.0
76,98,1,691.0
76,88,1,691.0
76,2,1,691.0
76,138,1,691.0
76,823,1,691.0
76,521,1,691.0
76,17,1,691.0
76,519,1,691.0
76,598,1,691.0
76,157,1,691.0
76,244,1,691.0
76,67,1,691.0
76,591,1,691.0
76,439,1,691.0
76,385,1,691.0
76,111,1,691.0
76,390,1,691.0
76,168,1,691.0
76,511,1,691.0
76,85,1,691.0
76,637,1,691.0
76,770,1,691.0
76,232,1,691.0
76,522,1,691.0
76,177,1,691.0
76,57,0,691.0
76,100,1,691.0
76,658,1,691.0
76,818,1,691.0
76,701,1,691.0
76,452,1,691.0
76,96,1,691.0
76,731,1,691.0
76,133,1,691.0
76,107,1,691.0
76,335,1,691.0
76,755,1,691.0
76,173,1,691.0
76,559,1,691.0
76,93,1,691.0
76,221,1,691.0
76,673,1,691.0
76,379,1,691.0
76,181,1,691.0
76,806,1,691.0
76,339,1,691.0
76,315,1,691.0
76,589,1,691.0
76,80,0,691.0
76,501,0,691.0
89,740,1,821.0
89,673,1,821.0
89,685,1,821.0
